   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36
          46 4.4894e-009 1.1926e-007 5.6549e-009 5.4606e-007 4.6274e-009 2.6047e-007 9.6524e-006 1.1685e-005 1.4039e-003 1.0720e-006 2.1240e-002 3.8302e-003 4.9582e-002 1.1291e-002 9.4269e-003 4.7181e-003 1.2058e-003 2.7063e-002 1.5139e-003 1.1626e-003 1.7455e-002 1.1224e-002 1.8811e-003 6.0712e-004 1.6685e-002 1.2389e-003 3.7436e-003 1.9756e-004 1.0168e-002 2.2628e-003 2.4749e-003 2.8662e-003 3.1280e-004 4.5527e-003 3.7357e-003 9.8617e-004 1.7677e-003
          47 6.1784e-009 1.1122e-007 6.8621e-010 4.9934e-007 3.1609e-008 3.5300e-007 6.9528e-006 1.3453e-006 1.1073e-003 1.9199e-004 1.6231e-002 9.1849e-003 3.6224e-002 2.3273e-002 7.9722e-003 8.3577e-004 5.3423e-003 1.9759e-002 7.5150e-003 2.1620e-003 7.8530e-003 1.9643e-002 1.8281e-004 3.4253e-004 1.2353e-002 6.8076e-003 1.8801e-003 9.0436e-004 5.8459e-003 7.0915e-003 8.8518e-005 4.0658e-003 6.5657e-004 1.4138e-003 3.7886e-003 2.2130e-003 8.8544e-006
          48 7.8104e-009 1.0099e-007 2.9419e-010 4.4413e-007 7.5071e-008 3.9693e-007 4.6546e-006 2.7761e-007 8.2897e-004 5.4467e-004 1.1486e-002 1.4511e-002 2.2748e-002 3.5408e-002 4.4162e-003 1.3326e-004 8.8351e-003 1.0347e-002 1.5762e-002 1.3578e-003 1.6862e-003 2.3183e-002 8.9130e-004 1.8448e-003 5.5090e-003 1.2692e-002 3.0112e-005 3.0189e-003 1.2480e-003 9.2288e-003 1.3221e-003 2.1953e-003 2.8709e-003 2.4319e-006 1.6776e-003 2.0374e-003 2.2301e-003
          49 9.2808e-009 8.9453e-008 3.0149e-009 3.8529e-007 1.2650e-007 3.9459e-007 2.8788e-006 2.9807e-006 5.9084e-004 8.9205e-004 7.4867e-003 1.8557e-002 1.1640e-002 4.4670e-002 1.0669e-003 2.1739e-003 9.4774e-003 3.1045e-003 2.2317e-002 1.0088e-004 7.6806e-008 2.0293e-002 5.6312e-003 2.0156e-003 9.3027e-004 1.4370e-002 1.5579e-003 3.0783e-003 6.0476e-005 6.8387e-003 5.2142e-003 1.3644e-004 3.4076e-003 1.2251e-003 8.8747e-005 8.2803e-004 1.2561e-006
          50 1.0503e-008 7.7326e-008 7.6152e-009 3.2641e-007 1.7857e-007 3.5696e-007 1.6179e-006 6.3650e-006 4.0068e-004 1.1475e-003 4.4259e-003 2.0738e-002 4.1798e-003 4.9177e-002 5.6822e-005 5.2079e-003 7.3275e-003 9.8474e-005 2.4276e-002 7.1297e-004 8.0257e-004 1.3337e-002 1.2552e-002 7.0711e-004 7.2165e-005 1.1097e-002 6.2375e-003 1.1817e-003 1.6160e-003 2.6324e-003 7.8570e-003 8.2157e-004 1.6987e-003 2.7422e-003 4.4575e-004 3.0122e-005 5.5035e-004
          51 1.1448e-008 6.5409e-008 1.3145e-008 2.7097e-007 2.2634e-007 2.9858e-007 8.0060e-007 8.9918e-006 2.5830e-004 1.2850e-003 2.3048e-003 2.1072e-002 5.5957e-004 4.8610e-002 2.4797e-003 7.4090e-003 3.9499e-003 8.8521e-004 2.1267e-002 4.3309e-003 1.5912e-003 6.2015e-003 1.8101e-002 3.1296e-005 1.1887e-003 5.6880e-003 1.0871e-002 1.8969e-007 2.9773e-003 1.6703e-004 6.9948e-003 3.8386e-003 9.7691e-005 2.5280e-003 1.6968e-003 2.7567e-004 2.8514e-004
          52 1.2074e-008 5.4059e-008 1.8887e-008 2.2023e-007 2.6620e-007 2.3150e-007 3.2293e-007 1.0392e-005 1.5693e-004 1.3099e-003 9.8464e-004 1.9851e-002 1.7993e-004 4.3662e-002 8.1721e-003 7.7240e-003 1.1306e-003 3.5310e-003 1.5005e-002 1.0142e-002 1.2386e-003 1.5891e-003 1.9621e-002 1.9064e-003 1.8930e-003 1.4902e-003 1.2409e-002 1.5348e-003 2.4374e-003 4.7067e-004 3.7480e-003 6.4215e-003 6.3904e-004 9.9764e-004 2.1293e-003 9.6706e-004 1.1403e-005
          53 1.2380e-008 4.3653e-008 2.4345e-008 1.7533e-007 2.9644e-007 1.6570e-007 8.6124e-008 1.0627e-005 8.8771e-005 1.2463e-003 2.8613e-004 1.7557e-002 2.0596e-003 3.5820e-002 1.5978e-002 6.1681e-003 6.0228e-006 5.9536e-003 8.1465e-003 1.6034e-002 2.9276e-004 3.0726e-005 1.6840e-002 6.3748e-003 1.2802e-003 1.1798e-005 1.0238e-002 5.3057e-003 7.8755e-004 1.9849e-003 8.5305e-004 6.4801e-003 2.9906e-003 1.0437e-005 1.3220e-003 1.2059e-003 7.1791e-004
          54 1.2389e-008 3.4425e-008 2.9224e-008 1.3676e-007 3.1686e-007 1.0794e-007 4.6583e-009 9.9871e-006 4.5701e-005 1.1241e-003 2.2059e-005 1.4694e-002 5.1403e-003 2.6777e-002 2.4290e-002 3.5902e-003 7.1924e-004 6.8702e-003 2.9069e-003 1.9875e-002 9.9154e-005 3.8048e-004 1.1510e-002 1.1696e-002 2.1512e-004 5.4967e-004 6.0699e-003 9.0568e-003 8.4940e-006 2.6876e-003 1.3799e-005 4.2562e-003 5.1775e-003 7.0724e-004 2.5816e-004 7.7565e-004 1.0531e-004
          55 1.2122e-008 2.6448e-008 3.3337e-008 1.0431e-007 3.2781e-007 6.1845e-008 1.2384e-008 8.7968e-006 2.0444e-005 9.6969e-004 2.8437e-005 1.1675e-002 8.5022e-003 1.7993e-002 3.1532e-002 1.1820e-003 2.6280e-003 6.0596e-003 3.1791e-004 2.0479e-002 1.6910e-003 1.0785e-003 6.0063e-003 1.5610e-002 2.1595e-004 1.4529e-003 2.2621e-003 1.0659e-002 1.3142e-003 1.9155e-003 9.1237e-004 1.5761e-003 5.5733e-003 2.5790e-003 7.5203e-005 1.8014e-004 2.7374e-004
          56 1.1613e-008 1.9734e-008 3.6590e-008 7.7602e-008 3.3019e-007 2.8881e-008 6.2295e-008 7.3453e-006 7.1612e-006 8.0472e-004 1.7675e-004 8.8113e-003 1.1464e-002 1.0545e-002 3.6522e-002 2.0157e-005 4.7494e-003 4.1198e-003 2.0720e-004 1.7947e-002 5.1483e-003 1.1631e-003 2.0770e-003 1.6641e-002 2.1747e-003 1.5575e-003 2.6951e-004 9.4758e-003 4.2757e-003 5.5888e-004 2.0719e-003 1.1148e-004 4.0956e-003 4.1875e-003 1.0112e-003 1.9700e-005 3.4297e-006
          57 1.0916e-008 1.4250e-008 3.9007e-008 5.6143e-008 3.2563e-007 8.8673e-009 1.2374e-007 5.8587e-006 1.4095e-006 6.4555e-004 3.7566e-004 6.3081e-003 1.3631e-002 5.0403e-003 3.8707e-002 7.4438e-004 6.2155e-003 1.9869e-003 1.6193e-003 1.3398e-002 9.6307e-003 6.0846e-004 2.5831e-004 1.4718e-002 5.7888e-003 8.2957e-004 1.0417e-004 6.4395e-003 7.3480e-003 1.1990e-005 2.3024e-003 2.5380e-004 1.9194e-003 4.4616e-003 2.3714e-003 4.6681e-004 1.5748e-005
          58 1.0075e-008 9.8923e-009 4.0625e-008 3.9268e-008 3.1548e-007 5.0913e-010 1.7878e-007 4.4784e-006 1.7494e-010 5.0174e-004 5.6690e-004 4.2591e-003 1.4841e-002 1.6299e-003 3.8067e-002 3.4531e-003 6.5441e-003 4.7174e-004 3.3975e-003 8.3154e-003 1.3849e-002 4.8980e-005 5.7585e-005 1.0874e-002 9.8409e-003 8.2123e-005 8.2100e-004 3.1452e-003 9.0132e-003 1.0302e-003 1.4889e-003 1.2326e-003 3.6496e-004 3.3732e-003 3.2280e-003 1.2067e-003 3.0101e-004
          59 9.1363e-009 6.5366e-009 4.1505e-008 2.6316e-008 3.0106e-007 1.9382e-009 2.1854e-007 3.2833e-006 7.8725e-007 3.7825e-004 7.1834e-004 2.6826e-003 1.5112e-002 1.4032e-004 3.5023e-002 7.7683e-003 5.7170e-003 3.4414e-006 4.6372e-003 3.9953e-003 1.6636e-002 2.5156e-004 5.4308e-004 6.5808e-003 1.2918e-002 2.5537e-004 1.3785e-003 8.6448e-004 8.6375e-003 3.3018e-003 4.0928e-004 1.9729e-003 2.6207e-005 1.7205e-003 3.1042e-003 1.7480e-003 3.6951e-004
          60 8.1511e-009 4.0494e-009 4.1778e-008 1.6674e-008 2.8389e-007 1.1062e-008 2.4053e-007 2.3069e-006 2.4197e-006 2.7688e-004 8.1786e-004 1.5464e-003 1.4596e-002 1.9267e-004 3.0298e-002 1.3022e-002 4.0978e-003 5.7749e-004 4.9136e-003 1.1953e-003 1.7375e-002 1.6672e-003 9.1830e-004 3.0587e-003 1.4096e-002 1.8052e-003 1.2675e-003 1.8954e-005 6.6286e-003 5.7977e-003 1.0234e-005 1.8879e-003 6.1534e-004 4.3370e-004 2.1829e-003 1.7916e-003 5.4471e-004
          61 7.1503e-009 2.2857e-009 4.1499e-008 9.7405e-009 2.6476e-007 2.5805e-008 2.4552e-007 1.5452e-006 4.1159e-006 1.9644e-004 8.6440e-004 7.8472e-004 1.3477e-002 1.3225e-003 2.4637e-002 1.8422e-002 2.2420e-003 1.8629e-003 4.2568e-003 5.7619e-005 1.6055e-002 4.2393e-003 8.3495e-004 8.9758e-004 1.3193e-002 4.4961e-003 6.4340e-004 2.5150e-004 3.9802e-003 7.4388e-003 7.6685e-004 1.1202e-003 1.3925e-003 2.0846e-009 1.0393e-003 1.3701e-003 4.5669e-004
          62 6.1688e-009 1.1133e-009 4.0773e-008 5.0108e-009 2.4463e-007 4.4278e-008 2.3645e-007 9.7813e-007 5.4830e-006 1.3479e-004 8.6490e-004 3.2232e-004 1.1968e-002 3.0705e-003 1.8772e-002 2.3254e-002 7.2980e-004 3.3788e-003 3.0145e-003 2.5466e-004 1.3203e-002 7.4750e-003 4.0937e-004 5.8565e-005 1.0717e-002 7.5865e-003 7.4165e-005 8.5304e-004 1.6958e-003 7.6481e-003 2.4759e-003 2.8569e-004 1.7281e-003 3.2057e-004 2.3007e-004 7.5164e-004 3.0286e-004
          63 5.2316e-009 4.1090e-010 3.9677e-008 2.0469e-009 2.2412e-007 6.4816e-008 2.1691e-007 5.7614e-007 6.3705e-006 8.9073e-005 8.2915e-004 8.4166e-005 1.0260e-002 5.0375e-003 1.3288e-002 2.6965e-002 1.9405e-005 4.6613e-003 1.6493e-003 1.2153e-003 9.6006e-003 1.0661e-002 3.5899e-005 9.5820e-005 7.5211e-003 1.0195e-002 1.4508e-004 1.2140e-003 3.5480e-004 6.5042e-003 4.4623e-003 1.0849e-005 1.4336e-003 9.3001e-004 2.7770e-006 2.3837e-004 1.4998e-004
          64 4.3595e-009 7.1715e-011 3.8296e-008 4.7929e-010 2.0381e-007 8.6069e-008 1.9063e-007 3.0698e-007 6.7749e-006 5.6312e-005 7.6802e-004 2.7260e-006 8.5122e-003 6.9188e-003 8.5940e-003 2.9242e-002 3.6813e-004 5.3870e-003 5.7227e-004 2.3508e-003 6.0371e-003 1.3124e-002 1.4180e-004 4.5510e-004 4.4511e-003 1.1656e-002 1.1552e-003 1.0876e-003 1.6121e-006 4.5703e-003 5.9783e-003 5.8417e-004 7.5874e-004 1.3462e-003 2.5425e-004 9.1324e-006 2.7818e-005
          65 3.5617e-009 4.4668e-012 3.6657e-008 3.1084e-013 1.8385e-007 1.0684e-007 1.6070e-007 1.3957e-007 6.7577e-006 3.3646e-005 6.9055e-004 2.1862e-005 6.8349e-003 8.4986e-003 4.9073e-003 2.9959e-002 1.8154e-003 5.4150e-003 3.9364e-005 3.2087e-003 3.1051e-003 1.4397e-002 9.9394e-004 7.1033e-004 2.0839e-003 1.1692e-002 3.0101e-003 6.0529e-004 2.9439e-004 2.5497e-003 6.5300e-003 1.8623e-003 1.5855e-004 1.3226e-003 6.7940e-004 6.6124e-005 7.1114e-007
          66 2.8516e-009 1.3338e-010 3.4864e-008 3.5756e-010 1.6478e-007 1.2640e-007 1.3005e-007 4.7122e-008 6.4255e-006 1.8672e-005 6.0589e-004 9.7783e-005 5.3173e-003 9.6687e-003 2.3070e-003 2.9246e-002 4.2144e-003 4.8009e-003 1.2218e-004 3.5539e-003 1.1325e-003 1.4345e-002 2.6125e-003 6.7819e-004 6.4942e-004 1.0460e-002 5.3064e-003 1.2678e-004 7.6369e-004 1.0025e-003 6.0428e-003 3.4044e-003 2.2562e-005 9.1682e-004 9.7583e-004 2.8038e-004 3.6590e-005
          67 2.2293e-009 3.9655e-010 3.2923e-008 1.3427e-009 1.4656e-007 1.4398e-007 1.0061e-007 6.8908e-009 5.8725e-006 9.2947e-006 5.1969e-004 1.9822e-004 3.9975e-003 1.0376e-002 7.3562e-004 2.7301e-002 7.2813e-003 3.7265e-003 7.2998e-004 3.3518e-003 1.6305e-004 1.3086e-002 4.7826e-003 4.0896e-004 5.9773e-005 8.3722e-003 7.5008e-003 2.7877e-005 1.0396e-003 1.7431e-004 4.7788e-003 4.6970e-003 4.9836e-004 3.8845e-004 9.8483e-004 4.8660e-004 1.0379e-004
          68 1.6959e-009 7.4427e-010 3.0879e-008 2.7831e-009 1.2935e-007 1.5912e-007 7.3928e-008 9.0545e-010 5.1908e-006 3.8732e-006 4.3667e-004 3.0093e-004 2.8956e-003 1.0631e-002 5.9763e-005 2.4440e-002 1.0664e-002 2.4567e-003 1.6659e-003 2.7274e-003 3.4680e-005 1.0961e-002 7.1411e-003 1.0471e-004 4.2353e-005 5.9632e-003 9.1082e-003 5.3816e-004 9.7233e-004 9.8045e-006 3.1894e-003 5.3652e-003 1.4651e-003 3.9310e-005 7.3021e-004 5.6844e-004 1.4984e-004
          69 1.2490e-009 1.1366e-009 2.8757e-008 4.5309e-009 1.1319e-007 1.7143e-007 5.0987e-008 1.5324e-008 4.4540e-006 1.1290e-006 3.5987e-004 3.9161e-004 2.0103e-003 1.0482e-002 9.6919e-005 2.0998e-002 1.3996e-002 1.2688e-003 2.6903e-003 1.8884e-003 4.6545e-004 8.3999e-003 9.2824e-003 7.3806e-006 2.7497e-004 3.7109e-003 9.8273e-003 1.6655e-003 6.3298e-004 2.5788e-004 1.7165e-003 5.2762e-003 2.6211e-003 6.9800e-005 3.6485e-004 4.9706e-004 1.5470e-004
          70 8.8184e-010 1.5355e-009 2.6495e-008 6.4310e-009 9.7840e-008 1.8001e-007 3.2268e-008 3.9676e-008 3.7075e-006 1.0023e-007 2.9021e-004 4.6052e-004 1.3233e-003 9.9642e-003 6.4120e-004 1.7254e-002 1.6883e-002 4.0040e-004 3.5665e-003 1.0542e-003 1.1390e-003 5.8107e-003 1.0822e-002 2.9925e-004 4.9380e-004 1.9333e-003 9.5634e-003 3.2004e-003 2.3219e-004 6.1319e-004 6.5682e-004 4.5247e-003 3.6092e-003 5.0783e-004 7.7620e-005 3.2137e-004 1.2650e-004
          71 5.8874e-010 1.8965e-009 2.3995e-008 8.2781e-009 8.2992e-008 1.8341e-007 1.8034e-008 6.5757e-008 2.9831e-006 7.7917e-008 2.2799e-004 5.0035e-004 8.1330e-004 9.1128e-003 1.4672e-003 1.3470e-002 1.8908e-002 1.3827e-005 4.0963e-003 4.1036e-004 1.7653e-003 3.5398e-003 1.1464e-002 1.0244e-003 5.5325e-004 7.6880e-004 8.4333e-003 4.7682e-003 8.1002e-006 8.3409e-004 1.1373e-004 3.3743e-003 4.1370e-003 1.2064e-003 5.9753e-006 1.3293e-004 7.5055e-005
